job_id,title,company,location,country,category,experience_level,work_type,salary_min,salary_max,salary_currency,description,posted_date,source
JOB-00077,Junior Data Analyst,HealthMetric Solutions,Manchester,United Kingdom,Data Analyst,Junior,Hybrid,37524,45148,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with a/b testing, data modelling, databricks, excel, power bi, python, statistics, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-06,synthetic_stage_1
JOB-00078,Senior Data Analyst,UrbanData Studio,Edinburgh,United Kingdom,Data Analyst,Senior,Remote,60496,71616,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with data modelling, excel, linux, power bi, python, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-27,synthetic_stage_1
JOB-00079,Entry Level Data Engineer,HealthMetric Solutions,Manchester,United Kingdom,Data Engineer,Entry Level,Remote,46804,62005,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with a/b testing, airflow, azure, postgresql, python, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-31,synthetic_stage_1
JOB-00080,Senior Data Engineer,CloudNova Systems,Leeds,United Kingdom,Data Engineer,Senior,Onsite,74156,83641,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with data warehouse, databricks, etl, postgresql, python, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-17,synthetic_stage_1
JOB-00081,Mid Level Analytics Engineer,GridCore Energy,Edinburgh,United Kingdom,Analytics Engineer,Mid Level,Onsite,63388,80749,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with data warehouse, databricks, dbt, etl, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-15,synthetic_stage_1
JOB-00082,Mid Level Data Analyst,DataBridge Labs,Glasgow,United Kingdom,Data Analyst,Mid Level,Hybrid,43251,50754,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with data modelling, excel, mongodb, mysql, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-23,synthetic_stage_1
JOB-00083,Mid Level Data Scientist,RetailPulse,Leeds,United Kingdom,Data Scientist,Mid Level,Remote,54289,70411,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with forecasting, gcp, machine learning, numpy, pandas, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-20,synthetic_stage_1
JOB-00084,Senior Analytics Engineer,CloudNova Systems,Glasgow,United Kingdom,Analytics Engineer,Senior,Hybrid,75521,83337,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with data warehouse, git, linux, python, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-19,synthetic_stage_1
JOB-00085,Entry Level Analytics Engineer,TalentSphere,Bristol,United Kingdom,Analytics Engineer,Entry Level,Remote,46093,56835,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with chromadb, etl, gcp, git, kubernetes, python, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-30,synthetic_stage_1
JOB-00086,Junior Data Analyst,NorthStar Analytics,Bristol,United Kingdom,Data Analyst,Junior,Remote,34153,47685,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with azure, bash, excel, mysql, pinecone, power bi, python, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-27,synthetic_stage_1
JOB-00087,Senior AI Engineer,HealthMetric Solutions,Leeds,United Kingdom,AI Engineer,Senior,Hybrid,83577,91311,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with aws, docker, langchain, linux, llm, mysql, pinecone, python, rag. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-09,synthetic_stage_1
JOB-00088,Senior Machine Learning Engineer,TalentSphere,Leeds,United Kingdom,Machine Learning Engineer,Senior,Hybrid,81177,90353,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with a/b testing, deep learning, docker, machine learning, mlflow, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-05,synthetic_stage_1
JOB-00089,Junior Data Engineer,DataBridge Labs,Edinburgh,United Kingdom,Data Engineer,Junior,Hybrid,51047,64648,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, chromadb, etl, mongodb, postgresql, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-01,synthetic_stage_1
JOB-00090,Mid Level AI Engineer,TalentSphere,Bristol,United Kingdom,AI Engineer,Mid Level,Remote,70156,77371,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with azure, databricks, docker, langchain, linux, python, rag, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-26,synthetic_stage_1
JOB-00091,Mid Level Machine Learning Engineer,GridCore Energy,London,United Kingdom,Machine Learning Engineer,Mid Level,Hybrid,66684,82050,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with a/b testing, azure, databricks, machine learning, mlflow, mysql, python, pytorch, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-23,synthetic_stage_1
JOB-00092,Entry Level Data Scientist,HealthMetric Solutions,Bristol,United Kingdom,Data Scientist,Entry Level,Hybrid,44796,57968,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with forecasting, kubernetes, machine learning, numpy, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-28,synthetic_stage_1
JOB-00093,Mid Level BI Analyst,UrbanData Studio,Manchester,United Kingdom,BI Analyst,Mid Level,Hybrid,49570,66684,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with aws, data modelling, excel, linux, pinecone, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-14,synthetic_stage_1
JOB-00094,Entry Level Data Engineer,FinEdge AI,Manchester,United Kingdom,Data Engineer,Entry Level,Onsite,46578,58749,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, docker, github actions, postgresql, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-21,synthetic_stage_1
JOB-00095,Senior AI Engineer,HealthMetric Solutions,Manchester,United Kingdom,AI Engineer,Senior,Onsite,83983,93128,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with chromadb, docker, linux, llm, python, rag, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-04,synthetic_stage_1
JOB-00096,Entry Level Data Scientist,DataBridge Labs,Newcastle,United Kingdom,Data Scientist,Entry Level,Onsite,40356,58171,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with chromadb, databricks, gcp, machine learning, pandas, pinecone, python, scikit-learn, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-28,synthetic_stage_1
JOB-00097,Senior Data Analyst,RetailPulse,Birmingham,United Kingdom,Data Analyst,Senior,Onsite,60842,70020,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with chromadb, data modelling, excel, github actions, power bi, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-10,synthetic_stage_1
JOB-00098,Mid Level Analytics Engineer,TalentSphere,Bristol,United Kingdom,Analytics Engineer,Mid Level,Hybrid,58427,74932,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with dbt, etl, github actions, pinecone, python, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-11,synthetic_stage_1
JOB-00099,Entry Level AI Engineer,HealthMetric Solutions,Remote UK,United Kingdom,AI Engineer,Entry Level,Hybrid,52751,62388,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with bash, docker, fastapi, langchain, llm, pinecone, rag. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-03,synthetic_stage_1
JOB-00100,Senior Data Engineer,NorthStar Analytics,Leeds,United Kingdom,Data Engineer,Senior,Onsite,70811,88520,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, azure, data warehouse, linux, python, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-23,synthetic_stage_1
JOB-00101,Mid Level Data Engineer,DataBridge Labs,Manchester,United Kingdom,Data Engineer,Mid Level,Hybrid,56155,66348,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, aws, data warehouse, etl, postgresql, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-02,synthetic_stage_1
JOB-00102,Entry Level AI Engineer,DataBridge Labs,Remote UK,United Kingdom,AI Engineer,Entry Level,Hybrid,52514,60330,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with chromadb, databricks, langchain, llm, mongodb, python, rag, time series, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-15,synthetic_stage_1
JOB-00103,Junior BI Analyst,UrbanData Studio,London,United Kingdom,BI Analyst,Junior,Hybrid,36701,51277,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with data modelling, excel, mongodb, pinecone, power bi, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-08,synthetic_stage_1
JOB-00104,Senior Data Analyst,UrbanData Studio,Remote UK,United Kingdom,Data Analyst,Senior,Hybrid,57553,69202,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with excel, linux, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-08,synthetic_stage_1
JOB-00105,Entry Level Analytics Engineer,CloudNova Systems,Birmingham,United Kingdom,Analytics Engineer,Entry Level,Hybrid,49865,63363,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with aws, chromadb, data warehouse, dbt, gcp, git, mongodb, python, snowflake. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-17,synthetic_stage_1
JOB-00106,Entry Level Data Engineer,InsightWorks,London,United Kingdom,Data Engineer,Entry Level,Hybrid,43565,54252,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, azure, chromadb, data warehouse, docker, etl, mongodb, postgresql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-07,synthetic_stage_1
JOB-00107,Entry Level AI Engineer,NorthStar Analytics,Birmingham,United Kingdom,AI Engineer,Entry Level,Hybrid,56075,68093,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with docker, fastapi, gcp, langchain, mysql, openai, time series, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-20,synthetic_stage_1
JOB-00108,Senior Data Engineer,CloudNova Systems,Leeds,United Kingdom,Data Engineer,Senior,Onsite,75414,86257,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with data warehouse, docker, etl, linux, python, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-25,synthetic_stage_1
JOB-00109,Senior Machine Learning Engineer,TalentSphere,Leeds,United Kingdom,Machine Learning Engineer,Senior,Hybrid,77614,94610,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with azure, chromadb, deep learning, fastapi, mlflow, mongodb, python, pytorch. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-20,synthetic_stage_1
JOB-00110,Entry Level Machine Learning Engineer,HealthMetric Solutions,Remote UK,United Kingdom,Machine Learning Engineer,Entry Level,Remote,49265,65178,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with bash, databricks, docker, fastapi, linux, machine learning, mlflow, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-17,synthetic_stage_1
JOB-00111,Senior Analytics Engineer,GridCore Energy,Birmingham,United Kingdom,Analytics Engineer,Senior,Remote,72929,79353,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with data warehouse, dbt, etl, git, github actions, kubernetes, mongodb, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-25,synthetic_stage_1
JOB-00112,Mid Level Machine Learning Engineer,UrbanData Studio,Leeds,United Kingdom,Machine Learning Engineer,Mid Level,Hybrid,63606,77012,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with aws, deep learning, fastapi, gcp, machine learning, pytorch, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-22,synthetic_stage_1
JOB-00113,Mid Level Analytics Engineer,GridCore Energy,Newcastle,United Kingdom,Analytics Engineer,Mid Level,Onsite,63736,80184,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with data warehouse, dbt, git, mysql, pinecone, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-22,synthetic_stage_1
JOB-00114,Entry Level AI Engineer,HealthMetric Solutions,Remote UK,United Kingdom,AI Engineer,Entry Level,Remote,53063,69089,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with a/b testing, chromadb, docker, langchain, llm, python, rag, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-30,synthetic_stage_1
JOB-00115,Senior Data Analyst,FinEdge AI,Leeds,United Kingdom,Data Analyst,Senior,Hybrid,60816,77958,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with data modelling, excel, python, sql, tableau, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-20,synthetic_stage_1
JOB-00116,Junior Data Engineer,DataBridge Labs,Remote UK,United Kingdom,Data Engineer,Junior,Hybrid,52810,62504,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with docker, etl, gcp, linux, pinecone, postgresql, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-04,synthetic_stage_1
JOB-00117,Junior BI Analyst,FinEdge AI,Newcastle,United Kingdom,BI Analyst,Junior,Onsite,41250,50012,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with a/b testing, data modelling, excel, power bi, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-08,synthetic_stage_1
JOB-00118,Entry Level BI Analyst,DataBridge Labs,Manchester,United Kingdom,BI Analyst,Entry Level,Remote,36137,51075,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with azure, data modelling, databricks, excel, mongodb, sql, statistics, tableau, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-21,synthetic_stage_1
JOB-00119,Senior Analytics Engineer,FinEdge AI,Bristol,United Kingdom,Analytics Engineer,Senior,Hybrid,76969,85322,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with dbt, etl, git, kubernetes, linux, pinecone, snowflake, sql, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-27,synthetic_stage_1
JOB-00120,Junior AI Engineer,HealthMetric Solutions,Birmingham,United Kingdom,AI Engineer,Junior,Hybrid,57793,64622,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with docker, gcp, kubernetes, langchain, llm, python, rag, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-21,synthetic_stage_1
JOB-00121,Junior Machine Learning Engineer,TalentSphere,Leeds,United Kingdom,Machine Learning Engineer,Junior,Hybrid,57221,71502,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with aws, azure, docker, github actions, machine learning, mlflow, pytorch, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-05,synthetic_stage_1
JOB-00122,Entry Level Data Scientist,InsightWorks,Birmingham,United Kingdom,Data Scientist,Entry Level,Hybrid,39880,52940,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with forecasting, machine learning, pandas, pinecone, scikit-learn, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-12,synthetic_stage_1
JOB-00123,Entry Level Data Engineer,HealthMetric Solutions,Leeds,United Kingdom,Data Engineer,Entry Level,Hybrid,45689,60697,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with a/b testing, aws, bash, etl, postgresql, python, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-18,synthetic_stage_1
JOB-00124,Entry Level AI Engineer,TalentSphere,Newcastle,United Kingdom,AI Engineer,Entry Level,Hybrid,56170,68746,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with databricks, docker, fastapi, kubernetes, openai, rag, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-16,synthetic_stage_1
JOB-00125,Mid Level Data Analyst,NorthStar Analytics,London,United Kingdom,Data Analyst,Mid Level,Hybrid,45451,61178,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with bash, data modelling, databricks, excel, gcp, python, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-02,synthetic_stage_1
JOB-00126,Mid Level BI Analyst,UrbanData Studio,Remote UK,United Kingdom,BI Analyst,Mid Level,Hybrid,45218,60997,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with data modelling, databricks, excel, github actions, mongodb, mysql, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-09,synthetic_stage_1
JOB-00127,Senior Data Engineer,TalentSphere,Edinburgh,United Kingdom,Data Engineer,Senior,Remote,70155,83380,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with data warehouse, docker, kubernetes, postgresql, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-27,synthetic_stage_1
JOB-00128,Senior Machine Learning Engineer,DataBridge Labs,Leeds,United Kingdom,Machine Learning Engineer,Senior,Onsite,82424,96261,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with a/b testing, docker, fastapi, linux, machine learning, mlflow, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-22,synthetic_stage_1
JOB-00129,Mid Level Machine Learning Engineer,HealthMetric Solutions,Manchester,United Kingdom,Machine Learning Engineer,Mid Level,Onsite,67571,78461,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with deep learning, docker, fastapi, github actions, kubernetes, mlflow, pytorch. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-04,synthetic_stage_1
JOB-00130,Mid Level Data Engineer,FinEdge AI,Edinburgh,United Kingdom,Data Engineer,Mid Level,Hybrid,61542,76441,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with data warehouse, databricks, docker, etl, postgresql, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-13,synthetic_stage_1
JOB-00131,Entry Level Machine Learning Engineer,HealthMetric Solutions,Manchester,United Kingdom,Machine Learning Engineer,Entry Level,Hybrid,51221,66429,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with a/b testing, deep learning, docker, kubernetes, machine learning, mlflow, pytorch. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-05,synthetic_stage_1
JOB-00132,Junior Data Engineer,DataBridge Labs,Newcastle,United Kingdom,Data Engineer,Junior,Remote,52580,60832,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, aws, data warehouse, etl, linux, mysql, python, sql, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-09,synthetic_stage_1
JOB-00133,Senior BI Analyst,DataBridge Labs,Leeds,United Kingdom,BI Analyst,Senior,Onsite,63703,73507,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with data modelling, mongodb, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-24,synthetic_stage_1
JOB-00134,Junior Analytics Engineer,NorthStar Analytics,Manchester,United Kingdom,Analytics Engineer,Junior,Remote,53652,69527,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with azure, data warehouse, dbt, etl, git, github actions, pinecone, snowflake. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-05,synthetic_stage_1
JOB-00135,Junior Data Engineer,FinEdge AI,Bristol,United Kingdom,Data Engineer,Junior,Onsite,52310,62525,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with docker, mysql, postgresql, python, spark, sql, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-25,synthetic_stage_1
JOB-00136,Junior Data Analyst,HealthMetric Solutions,Glasgow,United Kingdom,Data Analyst,Junior,Onsite,34781,43808,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with aws, bash, data modelling, mongodb, power bi, python, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-13,synthetic_stage_1
JOB-00137,Mid Level Machine Learning Engineer,HealthMetric Solutions,Edinburgh,United Kingdom,Machine Learning Engineer,Mid Level,Hybrid,68354,80244,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with deep learning, fastapi, github actions, mlflow, pytorch, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-04,synthetic_stage_1
JOB-00138,Mid Level Data Scientist,NorthStar Analytics,Newcastle,United Kingdom,Data Scientist,Mid Level,Remote,54795,62983,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with databricks, kubernetes, linux, machine learning, numpy, pandas, python, scikit-learn. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-10,synthetic_stage_1
JOB-00139,Senior Data Scientist,GridCore Energy,Birmingham,United Kingdom,Data Scientist,Senior,Onsite,71621,79459,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with a/b testing, aws, linux, mysql, numpy, python, scikit-learn, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-23,synthetic_stage_1
JOB-00140,Junior AI Engineer,UrbanData Studio,Remote UK,United Kingdom,AI Engineer,Junior,Remote,61004,68493,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with databricks, fastapi, langchain, mysql, openai, python, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-18,synthetic_stage_1
JOB-00141,Senior Machine Learning Engineer,NorthStar Analytics,Bristol,United Kingdom,Machine Learning Engineer,Senior,Hybrid,81737,88933,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with azure, deep learning, fastapi, github actions, kubernetes, mysql, python, pytorch, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-19,synthetic_stage_1
JOB-00142,Entry Level Machine Learning Engineer,HealthMetric Solutions,Newcastle,United Kingdom,Machine Learning Engineer,Entry Level,Hybrid,52077,59391,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with bash, chromadb, deep learning, linux, machine learning, python, pytorch, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-01,synthetic_stage_1
JOB-00143,Entry Level Analytics Engineer,UrbanData Studio,Manchester,United Kingdom,Analytics Engineer,Entry Level,Remote,44186,55074,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with azure, data warehouse, dbt, etl, pinecone, python, snowflake. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-06,synthetic_stage_1
JOB-00144,Junior Analytics Engineer,UrbanData Studio,Leeds,United Kingdom,Analytics Engineer,Junior,Remote,54408,67276,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with azure, data warehouse, dbt, git, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-14,synthetic_stage_1
JOB-00145,Entry Level AI Engineer,NorthStar Analytics,Edinburgh,United Kingdom,AI Engineer,Entry Level,Remote,55595,65434,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with bash, docker, langchain, llm, openai, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-26,synthetic_stage_1
JOB-00146,Junior Data Scientist,NorthStar Analytics,Manchester,United Kingdom,Data Scientist,Junior,Onsite,45810,58585,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with a/b testing, gcp, machine learning, mongodb, numpy, pandas, scikit-learn, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-23,synthetic_stage_1
JOB-00147,Senior Data Engineer,NorthStar Analytics,Remote UK,United Kingdom,Data Engineer,Senior,Onsite,71506,86319,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, bash, data warehouse, docker, gcp, github actions, pinecone, python, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-09,synthetic_stage_1
JOB-00148,Senior Data Scientist,InsightWorks,Glasgow,United Kingdom,Data Scientist,Senior,Remote,72297,79592,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with github actions, kubernetes, linux, numpy, pandas, pinecone, scikit-learn, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-03,synthetic_stage_1
JOB-00149,Entry Level AI Engineer,HealthMetric Solutions,Newcastle,United Kingdom,AI Engineer,Entry Level,Hybrid,56813,74680,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with docker, fastapi, kubernetes, openai, python, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-28,synthetic_stage_1
JOB-00150,Mid Level BI Analyst,InsightWorks,Bristol,United Kingdom,BI Analyst,Mid Level,Hybrid,48249,58170,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with data modelling, databricks, kubernetes, mysql, pinecone, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-29,synthetic_stage_1
JOB-00151,Mid Level Data Engineer,FinEdge AI,Leeds,United Kingdom,Data Engineer,Mid Level,Hybrid,61918,75610,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, chromadb, data warehouse, docker, etl, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-28,synthetic_stage_1
JOB-00152,Entry Level Data Scientist,HealthMetric Solutions,Birmingham,United Kingdom,Data Scientist,Entry Level,Onsite,40884,53107,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with gcp, github actions, kubernetes, linux, machine learning, pandas, python, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-02,synthetic_stage_1
